_id,employee_code,employee_first_name,employee_last_name,employee_mobile,employee_alternate_mobile,employee_email,employee_password,employee_address,employee_city,employee_state,employee_other_info,employee_dob,employee_doj,employee_skills,employee_experience,employee_resume,employee_id_proof,employee_permanant_address_proof,employee_local_address_proof,employee_reference_one_name,employee_reference_one_mobile,employee_reference_two_name,employee_reference_two_mobile,created_at,updated_at,__v,image
66ed2c2b28806d74ce7c23e9,EMP001,Kunal ,Kaneria,10203040,3020105040,monsterpeter62@gmail.com,12345678,Nalkheda Village,Manasa,Madhya Pradesh,,2004-10-28T00:00:00.000Z,2024-10-21T00:00:00.000Z,"MERN,",1 Year,employee/resume_pdf/1731589505531.pdf,12345678,ccdd,cwq,Naveen,7549567986,Bharat,6346466466,2024-09-20T08:02:51.542Z,2025-02-02T12:17:46.213Z,0,employee/image/1738498666198.png
66ee728cc673c69738f13aea,EMP002,Vikram,Chopra,9871234567,9123456790,vikram.chopra@example.com,securePass,Bangalore,Bangalore,KA,Single,2004-10-21T00:00:00.000Z,2018-11-21T00:00:00.000Z,"Java, Spring Boot",6 Years,employee/resume_pdf/1731589572766.pdf,EMP004,CJLPS2345M,https://drive.google.com/file/d/4KFLKUS0V-OvU9_Oo4hN6pJI19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/4KFLKUS0V-OvU9_Oo4hN6pJI19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/4KFLKUS0V-OvU9_Oo4hN6pJI19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/4KFLKUS0V-OvU9_Oo4hN6pJI19tZuWOZ/view?usp=drive_link,Anita Sharma,9928776655,Rajesh Kumar,9921776655,employee/image/1731589597466.png,2024-09-21T07:15:24.336Z,2024-11-16T17:12:03.120Z,0
671a69e0b008a3d7ac507a03,EMP003,Krishna,Vasudeva,7489317629,8839957453,krishnavasudeva@gmail.com,krishna,Dwarikapuri,Dwarikapuri,Madhya Pradesh,Experience Web Developer,2004-10-21T00:00:00.000Z,2024-10-21T00:00:00.000Z,"Web Development, Mern Stack Development...",7 Year,employee/resume_pdf/1731589644481.pdf,Aadhar Card,Aadhar Card,Aadhar Card,Kunal Kaneria,8120527477,Arvind Patidar,6261276340,2024-10-24T15:38:08.692Z,2024-11-16T17:12:27.863Z,0,employee/image/1731589082419.png
671a7331b008a3d7ac507ac9,EMP004,Kunal,kaneria,7489317629,,krishnavasudev11a@gmail.com,11111111,Nalkheda Village,Manasa,Madhya Pradesh,,,,"MERN",7 Year,employee/resume_pdf/1731589689940.pdf,,,,,,,,2024-10-24T16:17:53.518Z,2024-11-16T17:13:23.863Z,0,employee/image/1731589106839.png
671b77c9e5cac42a344e8f4c,EMP005,Guggu,Pahalwan,7489317629,,guggupahalwan@gmail.com,123456789,Nalkheda Village,Manasa,Madhya Pradesh,,,,"Java, C++",1 Year,employee/resume_pdf/1731589705513.pdf,,,,,,,,2024-10-25T10:49:45.418Z,2024-11-16T17:14:03.565Z,0,employee/image/1731589119274.png
671ceb72173f90e182079648,EMP006,KL,Rahul,9876543213,9123456786,kl.rahul@example.com,password123,Bangalore,Bengaluru,KA,Single,1992-04-18T00:00:00.000Z,2021-06-22T00:00:00.000Z,"Python, Django",3 Years,employee/resume_pdf/1731589733494.pdf,EMP005,AAGHS3145L,https://drive.google.com/file/d/5ABMUS0V-OvU9_Oo4hN9pJV19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/5ABMUS0V-OvU9_Oo4hN9pJV19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/5ABMUS0V-OvU9_Oo4hN9pJV19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/5ABMUS0V-OvU9_Oo4hN9pJV19tZuWOZ/view?usp=drive_link,MS Dhoni,9988776661,Rohit Sharma,9988776662,employee/image/1731589148805.png,2024-10-26T13:15:30.091Z,2024-11-16T17:14:25.328Z,0
671ceb80173f90e18207964b,EMP007,MS,Dhoni,9876543212,9123456787,ms.dhoni@example.com,password123,Ranchi,Ranchi,JH,Married,1981-07-07T00:00:00.000Z,2016-01-20T00:00:00.000Z,"Java, Spring",10 Years,employee/resume_pdf/1731589751269.pdf,EMP004,AAGHS9101L,https://drive.google.com/file/d/4YZMUS0V-OvU9_Oo4hN8pJW19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/4YZMUS0V-OvU9_Oo4hN8pJW19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/4YZMUS0V-OvU9_Oo4hN8pJW19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/4YZMUS0V-OvU9_Oo4hN8pJW19tZuWOZ/view?usp=drive_link,Virat Kohli,9988776659,Suresh Raina,9988776660,employee/image/1731589162219.png,2024-10-26T13:15:44.115Z,2024-11-16T17:14:34.154Z,0
671ceb8b173f90e18207964e,EMP008,Virat,Kohli,9876543211,9123456788,virat.kohli@example.com,password123,Delhi,New Delhi,DL,Married,1988-11-05T00:00:00.000Z,2018-07-10T00:00:00.000Z,"Angular, Node.js",7 Years,employee/resume_pdf/1731602974549.pdf,EMP003,AAGHS5678L,https://drive.google.com/file/d/3EXMUS0V-OvU9_Oo4hN7pJU19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/3EXMUS0V-OvU9_Oo4hN7pJU19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/3EXMUS0V-OvU9_Oo4hN7pJU19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/3EXMUS0V-OvU9_Oo4hN7pJU19tZuWOZ/view?usp=drive_link,Rohit Sharma,9988776657,KL Rahul,9988776658,employee/image/1731589176486.png,2024-10-26T13:15:55.938Z,2024-11-16T17:14:55.502Z,0
671ceba7173f90e182079652,EMP009,Anjali,Verma,9812345678,9123456780,anjali.verma@example.com,welcome123,Delhi,New Delhi,DL,Single,1995-07-22T00:00:00.000Z,2023-01-10T00:00:00.000Z,"Angular, JavaScript",3 Years,employee/resume_pdf/1731602949279.pdf,EMP003,BJLPS1234L,https://drive.google.com/file/d/3JFLKUS0V-OvU9_Oo4hN6pJI19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/3JFLKUS0V-OvU9_Oo4hN6pJI19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/3JFLKUS0V-OvU9_Oo4hN6pJI19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/3JFLKUS0V-OvU9_Oo4hN6pJI19tZuWOZ/view?usp=drive_link,Rahul Singh,9908776655,Sonia Gupta,9911776655,employee/image/1731589191991.png,2024-10-26T13:16:23.293Z,2024-11-16T17:13:05.654Z,0
671cebb4173f90e182079655,EMP010,Rohit,Sharma,9876543210,9123456789,rohit.sharma@example.com,password123,Mumbai,Mumbai,MH,Married,1990-03-10T00:00:00.000Z,2020-05-15T00:00:00.000Z,"React, Node.js",5 Years,employee/resume_pdf/1731602915129.pdf,EMP002,AAGHS1234L,https://drive.google.com/file/d/2HFLKUS0V-OvU9_Oo4hN6pJI19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/2HFLKUS0V-OvU9_Oo4hN6pJI19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/2HFLKUS0V-OvU9_Oo4hN6pJI19tZuWOZ/view?usp=drive_link,https://drive.google.com/file/d/2HFLKUS0V-OvU9_Oo4hN6pJI19tZuWOZ/view?usp=drive_link,Virat Kohli,9988776655,MS Dhoni,9988776656,employee/image/1731602899400.png,2024-10-26T13:16:36.718Z,2024-11-16T17:13:13.958Z,0
6729f08201f27d440f65a91a,EMP011,Izaz,Khan,7489653215,4589123268,izazkhan@gmail.com,izaz9993,Fizzi,Fizzi,Foriegn ,Berozgar,2001-10-21T00:00:00.000Z,2024-11-21T00:00:00.000Z,"Mern",0-1,employee/resume_pdf/1730801794349.pdf,employee/proof_pdf/1730801794359.pdf,employee/pan_card_pdf/1730801794365.pdf,employee/marksheet_pdf/1730801794377.pdf,1730801794371.pdf,Fizzi ,Fizzi,Kunal Kaneria,7489317629,Avinash Kaneria,9753093236,employee/image/1730801794382.png,2024-11-05T10:16:34.423Z,2024-11-16T17:15:16.498Z,0
